timestamp,src_host,dst_host,latency_ms,jitter_ms,packet_loss_percent,throughput_mbps,sla_compliant,path_type,traffic_pattern,hour_of_da
2025-07-13 18:20:07,h3,h4,4.05,1.258,2.677,59.502,False,intra,evening_rush,18
2025-07-13 18:20:07,h3,h5,35.616,7.173,3.031,20.786,False,limited,evening_rush,18
2025-07-13 18:20:07,h3,h6,38.287,14.213,2.386,23.897,False,limited,evening_rush,18
2025-07-13 18:20:07,h4,h1,20.762,5.558,2.72,47.447,False,fast,evening_rush,18
2025-07-13 18:20:07,h4,h2,26.729,10.343,0.863,50.726,False,fast,evening_rush,18
2025-07-13 18:20:07,h4,h3,4.233,1.538,0.545,62.032,True,intra,evening_rush,18
2025-07-13 18:20:07,h4,h5,38.733,9.362,3.191,22.323,False,limited,evening_rush,18
2025-07-13 18:20:07,h4,h6,35.739,11.37,1.295,22.504,False,limited,evening_rush,18
2025-07-13 18:20:07,h5,h1,61.504,20,0.263,38.989,False,slow,evening_rush,18
2025-07-13 18:20:07,h5,h2,47.293,12.674,1.491,36.03,False,slow,evening_rush,18
2025-07-13 18:20:07,h5,h3,43.26,15.012,2.414,22.481,False,limited,evening_rush,18
2025-07-13 18:20:07,h5,h4,43.861,11.276,0.401,21.156,False,limited,evening_rush,18
2025-07-13 18:20:07,h5,h6,5.25,1.111,2.091,59.394,False,intra,evening_rush,18
2025-07-13 18:20:07,h6,h1,51.687,17.784,2.53,34.076,False,slow,evening_rush,18
2025-07-13 18:20:07,h6,h2,48.739,13.23,1.556,35.37,False,slow,evening_rush,18
2025-07-13 18:20:07,h6,h3,34.706,9.508,0.682,19.929,True,limited,evening_rush,18
2025-07-13 18:20:07,h6,h4,39.879,13.748,1.641,23.672,False,limited,evening_rush,18
2025-07-13 18:20:07,h6,h5,4.07,1.234,1.382,63.109,False,intra,evening_rush,18
2025-07-13 18:20:09,h1,h2,3.886,1.415,1.681,62.376,False,intra,evening_rush,18
2025-07-13 18:20:09,h1,h3,27.697,10.994,2.444,49.669,False,fast,evening_rush,18
2025-07-13 18:20:09,h1,h4,21.119,6.004,1.978,53.67,False,fast,evening_rush,18
2025-07-13 18:20:09,h1,h5,54.062,11.026,3.046,34.368,False,slow,evening_rush,18
2025-07-13 18:20:09,h1,h6,53.355,11.371,2.765,40.965,False,slow,evening_rush,18
2025-07-13 18:20:09,h2,h1,4.498,1.579,0.222,55.536,True,intra,evening_rush,18
2025-07-13 18:20:09,h2,h3,19.78,6.943,0.788,54.576,True,fast,evening_rush,18
2025-07-13 18:20:09,h2,h4,27.833,9.209,0.681,50.065,True,fast,evening_rush,18
2025-07-13 18:20:09,h2,h5,48.52,14.185,0.826,40.314,False,slow,evening_rush,18
2025-07-13 18:20:09,h2,h6,63.249,19.505,0.263,39.483,False,slow,evening_rush,18
2025-07-13 18:20:09,h3,h1,26.028,7.225,2.004,51.001,False,fast,evening_rush,18
2025-07-13 18:20:09,h3,h2,22.342,8.906,0.38,49.075,True,fast,evening_rush,18
2025-07-13 18:20:09,h3,h4,5.028,1.548,0.219,56.368,True,intra,evening_rush,18
2025-07-13 18:20:09,h3,h5,38.47,9.572,0.193,20.086,True,limited,evening_rush,18
2025-07-13 18:20:09,h3,h6,45.886,18.304,0.951,22.192,False,limited,evening_rush,18
2025-07-13 18:20:09,h4,h1,26.34,7.105,1.843,46.918,False,fast,evening_rush,18
2025-07-13 18:20:09,h4,h2,28.023,10.022,0.296,54.95,False,fast,evening_rush,18
2025-07-13 18:20:09,h4,h3,5.636,1.237,1.605,64.761,False,intra,evening_rush,18
2025-07-13 18:20:09,h4,h5,32.073,7.254,3.145,22.856,False,limited,evening_rush,18
2025-07-13 18:20:09,h4,h6,47.695,16.833,2.619,23.237,False,limited,evening_rush,18
2025-07-13 18:20:09,h5,h1,66.537,20,1.358,37.578,False,slow,evening_rush,18
2025-07-13 18:20:09,h5,h2,51.49,19.459,2.135,39.906,False,slow,evening_rush,18
2025-07-13 18:20:09,h5,h3,45.872,15.32,2.788,21.247,False,limited,evening_rush,18
2025-07-13 18:20:09,h5,h4,41.606,13.532,1.49,20.289,False,limited,evening_rush,18
2025-07-13 18:20:09,h5,h6,5.528,1.724,0.931,63.66,True,intra,evening_rush,18
2025-07-13 18:20:09,h6,h1,47.422,14.222,1.509,34.846,False,slow,evening_rush,18
2025-07-13 18:20:09,h6,h2,58.194,15.354,2.664,39.375,False,slow,evening_rush,18
2025-07-13 18:20:09,h6,h3,40.294,12.098,2.0,20.078,False,limited,evening_rush,18
2025-07-13 18:20:09,h6,h4,42.421,14.531,0.763,23.416,False,limited,evening_rush,18
2025-07-13 18:20:09,h6,h5,3.913,1.322,3.015,55.161,False,intra,evening_rush,18
2025-07-13 18:20:11,h1,h2,5.327,1.811,1.61,53.66,False,intra,evening_rush,18
2025-07-13 18:20:11,h1,h3,24.388,9.271,0.664,46.215,True,fast,evening_rush,18
2025-07-13 18:20:11,h1,h4,22.116,4.841,2.257,47.343,False,fast,evening_rush,18
2025-07-13 18:20:11,h1,h5,65.804,15.376,3.022,38.866,False,slow,evening_rush,18
2025-07-13 18:20:11,h1,h6,51.974,19.354,1.601,39.673,False,slow,evening_rush,18
2025-07-13 18:20:11,h2,h1,5.719,1.397,2.699,60.541,False,intra,evening_rush,18
2025-07-13 18:20:11,h2,h3,19.585,4.949,1.089,54.414,False,fast,evening_rush,18
2025-07-13 18:20:11,h2,h4,22.992,5.639,0.289,52.749,True,fast,evening_rush,18
2025-07-13 18:20:11,h2,h5,48.026,15.79,0.883,37.151,False,slow,evening_rush,18
2025-07-13 18:20:11,h2,h6,50.979,13.197,2.196,39.169,False,slow,evening_rush,18
2025-07-13 18:20:11,h3,h1,20.225,4.577,2.624,53.187,False,fast,evening_rush,18
2025-07-13 18:20:11,h3,h2,25.383,6.314,2.647,48.546,False,fast,evening_rush,18
2025-07-13 18:20:11,h3,h4,5.664,1.649,0.312,62.316,True,intra,evening_rush,18
2025-07-13 18:20:11,h3,h5,33.778,10.055,0.526,23.114,False,limited,evening_rush,18
2025-07-13 18:20:11,h3,h6,44.499,16.663,1.036,23.226,False,limited,evening_rush,18
2025-07-13 18:20:11,h4,h1,28.65,10.466,2.894,52.6,False,fast,evening_rush,18
2025-07-13 18:20:11,h4,h2,23.477,6.811,2.518,50.699,False,fast,evening_rush,18
2025-07-13 18:20:11,h4,h3,4.593,1.36,1.206,55.981,False,intra,evening_rush,18
2025-07-13 18:20:11,h4,h5,41.642,14.123,3.057,22.085,False,limited,evening_rush,18
2025-07-13 18:20:11,h4,h6,42.028,13.349,1.504,23.131,False,limited,evening_rush,18
2025-07-13 18:20:11,h5,h1,59.589,13.472,1.691,37.261,False,slow,evening_rush,18
2025-07-13 18:20:11,h5,h2,58.397,20,0.889,38.766,False,slow,evening_rush,18
2025-07-13 18:20:11,h5,h3,37.995,14.876,2.386,22.782,False,limited,evening_rush,18
2025-07-13 18:20:11,h5,h4,36.746,9.046,1.166,22.526,False,limited,evening_rush,18
2025-07-13 18:20:11,h5,h6,4.291,1.602,0.216,58.581,True,intra,evening_rush,18
2025-07-13 18:20:11,h6,h1,52.588,19.004,2.399,40.8,False,slow,evening_rush,18
2025-07-13 18:20:11,h6,h2,49.124,15.371,0.592,39.635,False,slow,evening_rush,18
2025-07-13 18:20:11,h6,h3,41.413,11.221,1.958,23.743,False,limited,evening_rush,18
2025-07-13 18:20:11,h6,h4,32.12,12.499,2.452,21.741,False,limited,evening_rush,18
2025-07-13 18:20:11,h6,h5,5.218,2.032,2.823,57.44,False,intra,evening_rush,18
2025-07-13 18:20:13,h1,h2,4.617,1.334,0.995,58.282,True,intra,evening_rush,18
2025-07-13 18:20:13,h1,h3,25.131,6.23,1.784,51.688,False,fast,evening_rush,18
2025-07-13 18:20:13,h1,h4,25.771,9.385,1.723,54.39,False,fast,evening_rush,18
2025-07-13 18:20:13,h1,h5,58.092,19.483,2.739,36.169,False,slow,evening_rush,18
2025-07-13 18:20:13,h1,h6,49.094,19.493,2.003,39.506,False,slow,evening_rush,18
2025-07-13 18:20:13,h2,h1,4.998,1.939,0.948,54.6,True,intra,evening_rush,18
2025-07-13 18:20:13,h2,h3,21.628,8.306,1.565,49.754,False,fast,evening_rush,18
2025-07-13 18:20:13,h2,h4,24.24,8.405,2.267,46.896,False,fast,evening_rush,18
2025-07-13 18:20:13,h2,h5,65.542,13.715,2.837,35.259,False,slow,evening_rush,18
2025-07-13 18:20:13,h2,h6,56.373,16.95,2.881,41.135,False,slow,evening_rush,18
2025-07-13 18:20:13,h3,h1,26.68,8.603,2.23,48.49,False,fast,evening_rush,18
2025-07-13 18:20:13,h3,h2,20.134,7.237,0.727,52.586,True,fast,evening_rush,18
2025-07-13 18:20:13,h3,h4,4.541,1.244,2.955,55.172,False,intra,evening_rush,18
2025-07-13 18:20:13,h3,h5,41.897,12.337,2.445,23.337,False,limited,evening_rush,18
2025-07-13 18:20:13,h3,h6,45.27,11.241,1.726,23.402,False,limited,evening_rush,18
2025-07-13 18:20:13,h4,h1,26.285,10.007,2.731,47.805,False,fast,evening_rush,18
2025-07-13 18:20:13,h4,h2,24.604,5.33,1.545,47.453,False,fast,evening_rush,18
2025-07-13 18:20:13,h4,h3,4.854,1.525,1.061,54.796,False,intra,evening_rush,18
2025-07-13 18:20:13,h4,h5,40.052,8.455,1.026,23.748,False,limited,evening_rush,18
2025-07-13 18:20:13,h4,h6,41.914,9.287,1.572,24.042,False,limited,evening_rush,18
2025-07-13 18:20:13,h5,h1,49.264,16.931,0.171,39.171,False,slow,evening_rush,18
2025-07-13 18:20:13,h5,h2,64.777,20,0.601,35.251,False,slow,evening_rush,18
2025-07-13 18:20:13,h5,h3,47.728,18.295,1.207,23.11,False,limited,evening_rush,18
2025-07-13 18:20:13,h5,h4,32.146,8.248,1.808,19.812,False,limited,evening_rush,18
2025-07-13 18:20:13,h5,h6,5.173,1.352,2.984,58.631,False,intra,evening_rush,18
2025-07-13 18:20:13,h6,h1,46.122,9.579,0.848,33.824,True,slow,evening_rush,18
2025-07-13 18:20:13,h6,h2,59.669,13.333,0.335,36.075,False,slow,evening_rush,18
2025-07-13 18:20:13,h6,h3,38.487,12.542,3.153,23.583,False,limited,evening_rush,18
2025-07-13 18:20:13,h6,h4,38.748,12.669,1.329,23.349,False,limited,evening_rush,18
2025-07-13 18:20:13,h6,h5,4.583,0.919,2.406,54.823,False,intra,evening_rush,18
2025-07-13 18:20:15,h1,h2,5.702,1.226,0.925,58.32,True,intra,evening_rush,18
2025-07-13 18:20:15,h1,h3,28.699,7.141,2.127,46.421,False,fast,evening_rush,18
2025-07-13 18:20:15,h1,h4,22.4,8.048,1.84,51.363,False,fast,evening_rush,18
2025-07-13 18:20:15,h1,h5,49.891,12.428,0.69,40.387,False,slow,evening_rush,18
2025-07-13 18:20:15,h1,h6,57.664,16.668,1.818,37.157,False,slow,evening_rush,18
2025-07-13 18:20:15,h2,h1,5.452,1.382,1.261,64.399,False,intra,evening_rush,18
2025-07-13 18:20:15,h2,h3,22.577,5.805,2.696,51.139,False,fast,evening_rush,18
2025-07-13 18:20:15,h2,h4,24.232,9.262,2.969,51.088,False,fast,evening_rush,18
2025-07-13 18:20:15,h2,h5,57.114,12.993,2.707,40.214,False,slow,evening_rush,18
2025-07-13 18:20:15,h2,h6,64.816,19.587,1.718,39.576,False,slow,evening_rush,18
2025-07-13 18:20:15,h3,h1,23.778,7.939,1.624,54.281,False,fast,evening_rush,18
2025-07-13 18:20:15,h3,h2,27.86,5.987,0.872,52.196,True,fast,evening_rush,18
2025-07-13 18:20:15,h3,h4,5.609,1.468,2.074,54.722,False,intra,evening_rush,18
2025-07-13 18:20:15,h3,h5,36.31,8.19,2.387,21.648,False,limited,evening_rush,18
2025-07-13 18:20:15,h3,h6,33.633,7.268,3.1,19.952,False,limited,evening_rush,18
2025-07-13 18:20:15,h4,h1,28.282,7.896,0.926,54.459,True,fast,evening_rush,18
2025-07-13 18:20:15,h4,h2,28.526,9.832,1.047,54.977,False,fast,evening_rush,18
2025-07-13 18:20:15,h4,h3,4.569,1.121,3.029,55.929,False,intra,evening_rush,18
2025-07-13 18:20:15,h4,h5,43.13,10.848,3.004,21.764,False,limited,evening_rush,18
